,"China National Emissions Trading System",,,," ","European Union Emissions Trading System (until 2018)",,,," ","Korean Emissions Trading System",,,,," ","New Zealand Emissions Trading System (Up to 2023)",,,,,,,," ","New Zealand Emissions Trading System (From 2024)",,,,,,,," "
Date,"Exchange rate CNY/EUR","Exchange rate CNY/USD","Market Currency","Secondary Market"," ","Exchange rate EUR/EUR","Exchange rate EUR/USD","Market Currency","Primary Market"," ","Exchange rate KRW/EUR","Exchange rate KRW/USD","Market Currency","Primary Market","Secondary Market"," ","Exchange rate NZD/EUR","Exchange rate NZD/USD","Market Currency","Primary Market","Primary Stability 1","Primary Stability 2","Secondary Market","Secondary Stability 5"," ","Exchange rate NZD/EUR","Exchange rate NZD/USD","Market Currency","Primary Market","Primary Stability 1","Primary Stability 2","Primary Stability 3","Secondary Market"," "
2014-11-06,,,,," ",1,1.24722,EUR,6.61," ",,,,,," ",0.627963006,0.78320802,NZD,,,,4.37,25," ",,,,,,,,," "
2014-11-07,,,,," ",1,1.24722,EUR,6.6," ",,,,,," ",0.627963006,0.78320802,NZD,,,,4.35,25," ",,,,,,,,," "
2014-11-10,,,,," ",1,1.24722,EUR,6.7," ",,,,,," ",0.627963006,0.78320802,NZD,,,,4.37,25," ",,,,,,,,," "
2014-11-11,,,,," ",1,1.24722,EUR,6.68," ",,,,,," ",0.627963006,0.78320802,NZD,,,,4.37,25," ",,,,,,,,," "
2014-11-12,,,,," ",1,1.24722,EUR,," ",,,,,," ",0.627963006,0.78320802,NZD,,,,4.25,25," ",,,,,,,,," "
2014-11-13,,,,," ",1,1.24722,EUR,6.78," ",,,,,," ",0.627963006,0.78320802,NZD,,,,4.25,25," ",,,,,,,,," "
2014-11-14,,,,," ",1,1.24722,EUR,6.7," ",,,,,," ",0.627963006,0.78320802,NZD,,,,4.35,25," ",,,,,,,,," "
2014-11-17,,,,," ",1,1.24722,EUR,6.64," ",,,,,," ",0.627963006,0.78320802,NZD,,,,4.4,25," ",,,,,,,,," "
2014-11-18,,,,," ",1,1.24722,EUR,6.91," ",,,,,," ",0.627963006,0.78320802,NZD,,,,4.35,25," ",,,,,,,,," "
2014-11-19,,,,," ",1,1.24722,EUR,," ",,,,,," ",0.627963006,0.78320802,NZD,,,,4.32,25," ",,,,,,,,," "
2014-11-20,,,,," ",1,1.24722,EUR,6.93," ",,,,,," ",0.627963006,0.78320802,NZD,,,,4.32,25," ",,,,,,,,," "
2014-11-21,,,,," ",1,1.24722,EUR,6.88," ",,,,,," ",0.627963006,0.78320802,NZD,,,,4.32,25," ",,,,,,,,," "
2014-11-24,,,,," ",1,1.24722,EUR,7.02," ",,,,,," ",0.627963006,0.78320802,NZD,,,,4.27,25," ",,,,,,,,," "
2014-11-25,,,,," ",1,1.24722,EUR,7.05," ",,,,,," ",0.627963006,0.78320802,NZD,,,,4.27,25," ",,,,,,,,," "
2014-11-26,,,,," ",1,1.24722,EUR,6.9," ",,,,,," ",0.627963006,0.78320802,NZD,,,,4.27,25," ",,,,,,,,," "
2014-11-27,,,,," ",1,1.24722,EUR,7.09," ",,,,,," ",0.627963006,0.78320802,NZD,,,,4.32,25," ",,,,,,,,," "
2014-11-28,,,,," ",1,1.24722,EUR,7.02," ",,,,,," ",0.627963006,0.78320802,NZD,,,,4.4,25," ",,,,,,,,," "
2014-12-01,,,,," ",1,1.233133333,EUR,6.95," ",,,,,," ",0.629613599,0.776397516,NZD,,,,4.4,25," ",,,,,,,,," "
2014-12-02,,,,," ",1,1.233133333,EUR,7," ",,,,,," ",0.629613599,0.776397516,NZD,,,,4.85,25," ",,,,,,,,," "
2014-12-03,,,,," ",1,1.233133333,EUR,," ",,,,,," ",0.629613599,0.776397516,NZD,,,,4.9,25," ",,,,,,,,," "
2014-12-04,,,,," ",1,1.233133333,EUR,6.77," ",,,,,," ",0.629613599,0.776397516,NZD,,,,4.95,25," ",,,,,,,,," "
2014-12-05,,,,," ",1,1.233133333,EUR,6.66," ",,,,,," ",0.629613599,0.776397516,NZD,,,,4.95,25," ",,,,,,,,," "
2014-12-08,,,,," ",1,1.233133333,EUR,6.58," ",,,,,," ",0.629613599,0.776397516,NZD,,,,4.95,25," ",,,,,,,,," "
2014-12-09,,,,," ",1,1.233133333,EUR,6.6," ",,,,,," ",0.629613599,0.776397516,NZD,,,,5.6,25," ",,,,,,,,," "
2014-12-10,,,,," ",1,1.233133333,EUR,," ",,,,,," ",0.629613599,0.776397516,NZD,,,,5.25,25," ",,,,,,,,," "
2014-12-11,,,,," ",1,1.233133333,EUR,6.65," ",,,,,," ",0.629613599,0.776397516,NZD,,,,5.5,25," ",,,,,,,,," "
2014-12-12,,,,," ",1,1.233133333,EUR,6.64," ",,,,,," ",0.629613599,0.776397516,NZD,,,,5.4,25," ",,,,,,,,," "
2014-12-15,,,,," ",1,1.233133333,EUR,6.6," ",,,,,," ",0.629613599,0.776397516,NZD,,,,5.4,25," ",,,,,,,,," "
2014-12-16,,,,," ",1,1.233133333,EUR,6.93," ",,,,,," ",0.629613599,0.776397516,NZD,,,,5.5,25," ",,,,,,,,," "
2014-12-17,,,,," ",1,1.233133333,EUR,," ",,,,,," ",0.629613599,0.776397516,NZD,,,,5.4,25," ",,,,,,,,," "
2014-12-18,,,,," ",1,1.233133333,EUR,," ",,,,,," ",0.629613599,0.776397516,NZD,,,,5.55,25," ",,,,,,,,," "
2014-12-19,,,,," ",1,1.233133333,EUR,," ",,,,,," ",0.629613599,0.776397516,NZD,,,,5.55,25," ",,,,,,,,," "
2014-12-22,,,,," ",1,1.233133333,EUR,," ",,,,,," ",0.629613599,0.776397516,NZD,,,,5.6,25," ",,,,,,,,," "
2014-12-23,,,,," ",1,1.233133333,EUR,," ",,,,,," ",0.629613599,0.776397516,NZD,,,,5.75,25," ",,,,,,,,," "
2014-12-29,,,,," ",1,1.233133333,EUR,," ",,,,,," ",0.629613599,0.776397516,NZD,,,,6.25,25," ",,,,,,,,," "
2014-12-30,,,,," ",1,1.233133333,EUR,," ",,,,,," ",0.629613599,0.776397516,NZD,,,,6.4,25," ",,,,,,,,," "
2015-01-02,,,,," ",1,1.162133333,EUR,," ",,,,,," ",,,,,,,,," ",,,,,,,,," "
2015-01-05,,,,," ",1,1.162133333,EUR,," ",,,,,," ",0.65741192,0.764000306,NZD,,,,6,25," ",,,,,,,,," "
2015-01-06,,,,," ",1,1.162133333,EUR,," ",,,,,," ",0.65741192,0.764000306,NZD,,,,6.07,25," ",,,,,,,,," "
2015-01-07,,,,," ",1,1.162133333,EUR,," ",,,,,," ",0.65741192,0.764000306,NZD,,,,6,25," ",,,,,,,,," "
2015-01-08,,,,," ",1,1.162133333,EUR,6.7," ",,,,,," ",0.65741192,0.764000306,NZD,,,,6.1,25," ",,,,,,,,," "
2015-01-09,,,,," ",1,1.162133333,EUR,6.71," ",,,,,," ",0.65741192,0.764000306,NZD,,,,6.1,25," ",,,,,,,,," "
2015-01-12,,,,," ",1,1.162133333,EUR,6.59," ",0.000790264,0.000918392,KRW,,8640," ",0.65741192,0.764000306,NZD,,,,5.97,25," ",,,,,,,,," "
2015-01-13,,,,," ",1,1.162133333,EUR,6.77," ",0.000790264,0.000918392,KRW,,9500," ",0.65741192,0.764000306,NZD,,,,6,25," ",,,,,,,,," "
2015-01-14,,,,," ",1,1.162133333,EUR,6.99," ",0.000790264,0.000918392,KRW,,9510," ",0.65741192,0.764000306,NZD,,,,6.15,25," ",,,,,,,,," "
2015-01-15,,,,," ",1,1.162133333,EUR,7.1," ",0.000790264,0.000918392,KRW,,9580," ",0.65741192,0.764000306,NZD,,,,6,25," ",,,,,,,,," "
2015-01-16,,,,," ",1,1.162133333,EUR,7.05," ",0.000790264,0.000918392,KRW,,9610," ",0.65741192,0.764000306,NZD,,,,6.05,25," ",,,,,,,,," "
2015-01-19,,,,," ",1,1.162133333,EUR,7.06," ",0.000790264,0.000918392,KRW,,9860," ",,,,,,,,," ",,,,,,,,," "
2015-01-20,,,,," ",1,1.162133333,EUR,7.25," ",0.000790264,0.000918392,KRW,,9890," ",0.65741192,0.764000306,NZD,,,,6,25," ",,,,,,,,," "
2015-01-21,,,,," ",1,1.162133333,EUR,," ",0.000790264,0.000918392,KRW,,9910," ",0.65741192,0.764000306,NZD,,,,6,25," ",,,,,,,,," "
2015-01-22,,,,," ",1,1.162133333,EUR,7.02," ",0.000790264,0.000918392,KRW,,9920," ",0.65741192,0.764000306,NZD,,,,6,25," ",,,,,,,,," "
2015-01-23,,,,," ",1,1.162133333,EUR,6.81," ",0.000790264,0.000918392,KRW,,9920," ",0.65741192,0.764000306,NZD,,,,6,25," ",,,,,,,,," "
2015-01-26,,,,," ",1,1.162133333,EUR,6.76," ",0.000790264,0.000918392,KRW,,9930," ",,,,,,,,," ",,,,,,,,," "
2015-01-27,,,,," ",1,1.162133333,EUR,6.82," ",0.000790264,0.000918392,KRW,,9930," ",0.65741192,0.764000306,NZD,,,,5.95,25," ",,,,,,,,," "
2015-01-28,,,,," ",1,1.162133333,EUR,6.76," ",0.000790264,0.000918392,KRW,,9930," ",0.65741192,0.764000306,NZD,,,,6,25," ",,,,,,,,," "
2015-01-29,,,,," ",1,1.162133333,EUR,6.92," ",0.000790264,0.000918392,KRW,,9960," ",0.65741192,0.764000306,NZD,,,,6.05,25," ",,,,,,,,," "
2015-01-30,,,,," ",1,1.162133333,EUR,6.96," ",0.000790264,0.000918392,KRW,,9960," ",0.65741192,0.764000306,NZD,,,,5.95,25," ",,,,,,,,," "
2015-02-02,,,,," ",1,1.134965,EUR,7.06," ",0.000802153,0.000910415,KRW,,9960," ",0.655861574,0.744379932,NZD,,,,6.1,25," ",,,,,,,,," "
2015-02-03,,,,," ",1,1.134965,EUR,7.06," ",0.000802153,0.000910415,KRW,,9960," ",0.655861574,0.744379932,NZD,,,,6.1,25," ",,,,,,,,," "
2015-02-04,,,,," ",1,1.134965,EUR,," ",0.000802153,0.000910415,KRW,,9960," ",,,,,,,,," ",,,,,,,,," "
2015-02-05,,,,," ",1,1.134965,EUR,6.87," ",0.000802153,0.000910415,KRW,,9960," ",0.655861574,0.744379932,NZD,,,,6.02,25," ",,,,,,,,," "
2015-02-06,,,,," ",1,1.134965,EUR,6.92," ",0.000802153,0.000910415,KRW,,9970," ",,,,,,,,," ",,,,,,,,," "
2015-02-09,,,,," ",1,1.134965,EUR,6.86," ",0.000802153,0.000910415,KRW,,9970," ",0.655861574,0.744379932,NZD,,,,5.9,25," ",,,,,,,,," "
2015-02-10,,,,," ",1,1.134965,EUR,6.88," ",0.000802153,0.000910415,KRW,,10000," ",0.655861574,0.744379932,NZD,,,,5.92,25," ",,,,,,,,," "
2015-02-11,,,,," ",1,1.134965,EUR,6.87," ",0.000802153,0.000910415,KRW,,10000," ",0.655861574,0.744379932,NZD,,,,5.95,25," ",,,,,,,,," "
2015-02-12,,,,," ",1,1.134965,EUR,7.29," ",0.000802153,0.000910415,KRW,,10000," ",0.655861574,0.744379932,NZD,,,,6,25," ",,,,,,,,," "
2015-02-13,,,,," ",1,1.134965,EUR,7.35," ",0.000802153,0.000910415,KRW,,10000," ",0.655861574,0.744379932,NZD,,,,6,25," ",,,,,,,,," "
2015-02-16,,,,," ",1,1.134965,EUR,7.66," ",0.000802153,0.000910415,KRW,,10000," ",0.655861574,0.744379932,NZD,,,,5.95,25," ",,,,,,,,," "
2015-02-17,,,,," ",1,1.134965,EUR,7.62," ",0.000802153,0.000910415,KRW,,10000," ",0.655861574,0.744379932,NZD,,,,5.95,25," ",,,,,,,,," "
2015-02-18,,,,," ",1,1.134965,EUR,," ",,,,,," ",0.655861574,0.744379932,NZD,,,,5.97,25," ",,,,,,,,," "
2015-02-19,,,,," ",1,1.134965,EUR,7.37," ",,,,,," ",0.655861574,0.744379932,NZD,,,,5.97,25," ",,,,,,,,," "
2015-02-20,,,,," ",1,1.134965,EUR,7.26," ",,,,,," ",0.655861574,0.744379932,NZD,,,,5.97,25," ",,,,,,,,," "
2015-02-23,,,,," ",1,1.134965,EUR,7.2," ",0.000802153,0.000910415,KRW,,10100," ",0.655861574,0.744379932,NZD,,,,5.97,25," ",,,,,,,,," "
2015-02-24,,,,," ",1,1.134965,EUR,7.66," ",0.000802153,0.000910415,KRW,,10100," ",0.655861574,0.744379932,NZD,,,,5.85,25," ",,,,,,,,," "
2015-02-25,,,,," ",1,1.134965,EUR,7.35," ",0.000802153,0.000910415,KRW,,10100," ",0.655861574,0.744379932,NZD,,,,5.86,25," ",,,,,,,,," "
2015-02-26,,,,," ",1,1.134965,EUR,7.29," ",0.000802153,0.000910415,KRW,,10100," ",0.655861574,0.744379932,NZD,,,,5.9,25," ",,,,,,,,," "
2015-02-27,,,,," ",1,1.134965,EUR,6.93," ",0.000802153,0.000910415,KRW,,10100," ",0.655861574,0.744379932,NZD,,,,5.9,25," ",,,,,,,,," "
2015-03-02,,,,," ",1,1.083768182,EUR,6.9," ",0.000829347,0.00089882,KRW,,10100," ",0.689513189,0.747272456,NZD,,,,6.05,25," ",,,,,,,,," "
2015-03-03,,,,," ",1,1.083768182,EUR,6.82," ",0.000829347,0.00089882,KRW,,10100," ",0.689513189,0.747272456,NZD,,,,6.15,25," ",,,,,,,,," "
2015-03-04,,,,," ",1,1.083768182,EUR,," ",0.000829347,0.00089882,KRW,,10100," ",0.689513189,0.747272456,NZD,,,,6.25,25," ",,,,,,,,," "
2015-03-05,,,,," ",1,1.083768182,EUR,6.96," ",0.000829347,0.00089882,KRW,,10100," ",0.689513189,0.747272456,NZD,,,,6.1,25," ",,,,,,,,," "
2015-03-06,,,,," ",1,1.083768182,EUR,6.7," ",0.000829347,0.00089882,KRW,,10100," ",0.689513189,0.747272456,NZD,,,,6.1,25," ",,,,,,,,," "
2015-03-09,,,,," ",1,1.083768182,EUR,6.66," ",0.000829347,0.00089882,KRW,,10100," ",0.689513189,0.747272456,NZD,,,,6.17,25," ",,,,,,,,," "
2015-03-10,,,,," ",1,1.083768182,EUR,6.67," ",0.000829347,0.00089882,KRW,,10100," ",0.689513189,0.747272456,NZD,,,,6.25,25," ",,,,,,,,," "
2015-03-11,,,,," ",1,1.083768182,EUR,6.48," ",0.000829347,0.00089882,KRW,,10100," ",0.689513189,0.747272456,NZD,,,,6.35,25," ",,,,,,,,," "
2015-03-12,,,,," ",1,1.083768182,EUR,6.61," ",0.000829347,0.00089882,KRW,,10100," ",0.689513189,0.747272456,NZD,,,,6.4,25," ",,,,,,,,," "
2015-03-13,,,,," ",1,1.083768182,EUR,6.26," ",0.000829347,0.00089882,KRW,,10100," ",0.689513189,0.747272456,NZD,,,,6.45,25," ",,,,,,,,," "
2015-03-16,,,,," ",1,1.083768182,EUR,6.36," ",0.000829347,0.00089882,KRW,,10100," ",0.689513189,0.747272456,NZD,,,,6.45,25," ",,,,,,,,," "
2015-03-17,,,,," ",1,1.083768182,EUR,6.45," ",0.000829347,0.00089882,KRW,,10100," ",0.689513189,0.747272456,NZD,,,,6.45,25," ",,,,,,,,," "
2015-03-18,,,,," ",1,1.083768182,EUR,," ",0.000829347,0.00089882,KRW,,10100," ",0.689513189,0.747272456,NZD,,,,6.45,25," ",,,,,,,,," "
2015-03-19,,,,," ",1,1.083768182,EUR,6.7," ",0.000829347,0.00089882,KRW,,10100," ",0.689513189,0.747272456,NZD,,,,6.55,25," ",,,,,,,,," "
2015-03-20,,,,," ",1,1.083768182,EUR,6.7," ",0.000829347,0.00089882,KRW,,10100," ",0.689513189,0.747272456,NZD,,,,6.55,25," ",,,,,,,,," "
2015-03-23,,,,," ",1,1.083768182,EUR,6.94," ",0.000829347,0.00089882,KRW,,10100," ",0.689513189,0.747272456,NZD,,,,6.5,25," ",,,,,,,,," "
2015-03-24,,,,," ",1,1.083768182,EUR,7.02," ",0.000829347,0.00089882,KRW,,10100," ",0.689513189,0.747272456,NZD,,,,6.45,25," ",,,,,,,,," "
2015-03-25,,,,," ",1,1.083768182,EUR,6.77," ",0.000829347,0.00089882,KRW,,10100," ",0.689513189,0.747272456,NZD,,,,6.55,25," ",,,,,,,,," "
2015-03-26,,,,," ",1,1.083768182,EUR,7," ",0.000829347,0.00089882,KRW,,10100," ",0.689513189,0.747272456,NZD,,,,6.5,25," ",,,,,,,,," "
2015-03-27,,,,," ",1,1.083768182,EUR,6.9," ",0.000829347,0.00089882,KRW,,10100," ",0.689513189,0.747272456,NZD,,,,6.6,25," ",,,,,,,,," "
2015-03-30,,,,," ",1,1.083768182,EUR,6.81," ",0.000829347,0.00089882,KRW,,10100," ",0.689513189,0.747272456,NZD,,,,6.57,25," ",,,,,,,,," "
2015-03-31,,,,," ",1,1.083768182,EUR,6.79," ",0.000829347,0.00089882,KRW,,10100," ",0.689513189,0.747272456,NZD,,,,6.6,25," ",,,,,,,,," "
2015-04-01,,,,," ",1,1.07793,EUR,," ",0.000852152,0.00091856,KRW,,10100," ",0.70349892,0.75832259,NZD,,,,6.6,25," ",,,,,,,,," "
2015-04-02,,,,," ",1,1.07793,EUR,7.14," ",0.000852152,0.00091856,KRW,,10100," ",0.70349892,0.75832259,NZD,,,,6.7,25," ",,,,,,,,," "
2015-04-07,,,,," ",1,1.07793,EUR,7.08," ",0.000852152,0.00091856,KRW,,10100," ",0.70349892,0.75832259,NZD,,,,6.7,25," ",,,,,,,,," "
2015-04-08,,,,," ",1,1.07793,EUR,," ",0.000852152,0.00091856,KRW,,10100," ",0.70349892,0.75832259,NZD,,,,6.52,25," ",,,,,,,,," "
2015-04-09,,,,," ",1,1.07793,EUR,7.12," ",0.000852152,0.00091856,KRW,,10100," ",0.70349892,0.75832259,NZD,,,,6.55,25," ",,,,,,,,," "
2015-04-10,,,,," ",1,1.07793,EUR,6.96," ",0.000852152,0.00091856,KRW,,10100," ",0.70349892,0.75832259,NZD,,,,6.55,25," ",,,,,,,,," "
2015-04-13,,,,," ",1,1.07793,EUR,6.82," ",0.000852152,0.00091856,KRW,,10100," ",0.70349892,0.75832259,NZD,,,,6.6,25," ",,,,,,,,," "
2015-04-14,,,,," ",1,1.07793,EUR,6.77," ",0.000852152,0.00091856,KRW,,10100," ",0.70349892,0.75832259,NZD,,,,6.55,25," ",,,,,,,,," "
2015-04-15,,,,," ",1,1.07793,EUR,," ",0.000852152,0.00091856,KRW,,10100," ",0.70349892,0.75832259,NZD,,,,6.55,25," ",,,,,,,,," "
2015-04-16,,,,," ",1,1.07793,EUR,6.82," ",0.000852152,0.00091856,KRW,,10100," ",0.70349892,0.75832259,NZD,,,,6.5,25," ",,,,,,,,," "
2015-04-17,,,,," ",1,1.07793,EUR,6.83," ",0.000852152,0.00091856,KRW,,10100," ",0.70349892,0.75832259,NZD,,,,6.3,25," ",,,,,,,,," "
2015-04-20,,,,," ",1,1.07793,EUR,6.88," ",0.000852152,0.00091856,KRW,,10250," ",0.70349892,0.75832259,NZD,,,,6.27,25," ",,,,,,,,," "
2015-04-21,,,,," ",1,1.07793,EUR,7.07," ",0.000852152,0.00091856,KRW,,10250," ",0.70349892,0.75832259,NZD,,,,6.1,25," ",,,,,,,,," "
2015-04-22,,,,," ",1,1.07793,EUR,6.75," ",0.000852152,0.00091856,KRW,,10250," ",0.70349892,0.75832259,NZD,,,,6.17,25," ",,,,,,,,," "
2015-04-23,,,,," ",1,1.07793,EUR,7.06," ",0.000852152,0.00091856,KRW,,10300," ",0.70349892,0.75832259,NZD,,,,6.15,25," ",,,,,,,,," "
2015-04-24,,,,," ",1,1.07793,EUR,7.27," ",0.000852152,0.00091856,KRW,,10300," ",0.70349892,0.75832259,NZD,,,,6.15,25," ",,,,,,,,," "
2015-04-27,,,,," ",1,1.07793,EUR,7.33," ",0.000852152,0.00091856,KRW,,10300," ",,,,,,,,," ",,,,,,,,," "
2015-04-28,,,,," ",1,1.07793,EUR,7.16," ",0.000852152,0.00091856,KRW,,10300," ",0.70349892,0.75832259,NZD,,,,6.05,25," ",,,,,,,,," "
2015-04-29,,,,," ",1,1.07793,EUR,," ",0.000852152,0.00091856,KRW,,10300," ",0.70349892,0.75832259,NZD,,,,6,25," ",,,,,,,,," "
2015-04-30,,,,," ",1,1.07793,EUR,7.52," ",0.000852152,0.00091856,KRW,,10300," ",0.70349892,0.75832259,NZD,,,,6.05,25," ",,,,,,,,," "
2015-05-04,,,,," ",1,1.114955,EUR,," ",0.000821884,0.000916364,KRW,,10300," ",0.663189281,0.739426205,NZD,,,,6.07,25," ",,,,,,,,," "
2015-05-05,,,,," ",1,1.114955,EUR,7.5," ",,,,,," ",0.663189281,0.739426205,NZD,,,,6.05,25," ",,,,,,,,," "
2015-05-06,,,,," ",1,1.114955,EUR,7.25," ",0.000821884,0.000916364,KRW,,10300," ",0.663189281,0.739426205,NZD,,,,6,25," ",,,,,,,,," "
2015-05-07,,,,," ",1,1.114955,EUR,7.5," ",0.000821884,0.000916364,KRW,,10300," ",0.663189281,0.739426205,NZD,,,,5.95,25," ",,,,,,,,," "
2015-05-08,,,,," ",1,1.114955,EUR,7.43," ",0.000821884,0.000916364,KRW,,10300," ",0.663189281,0.739426205,NZD,,,,5.95,25," ",,,,,,,,," "
2015-05-11,,,,," ",1,1.114955,EUR,7.5," ",0.000821884,0.000916364,KRW,,10300," ",0.663189281,0.739426205,NZD,,,,5.95,25," ",,,,,,,,," "
2015-05-12,,,,," ",1,1.114955,EUR,7.62," ",0.000821884,0.000916364,KRW,,10300," ",0.663189281,0.739426205,NZD,,,,5.75,25," ",,,,,,,,," "
2015-05-13,,,,," ",1,1.114955,EUR,," ",0.000821884,0.000916364,KRW,,10300," ",0.663189281,0.739426205,NZD,,,,5.75,25," ",,,,,,,,," "
2015-05-14,,,,," ",1,1.114955,EUR,," ",0.000821884,0.000916364,KRW,,10300," ",0.663189281,0.739426205,NZD,,,,5.72,25," ",,,,,,,,," "
2015-05-15,,,,," ",1,1.114955,EUR,7.48," ",0.000821884,0.000916364,KRW,,10300," ",0.663189281,0.739426205,NZD,,,,5.75,25," ",,,,,,,,," "
2015-05-18,,,,," ",1,1.114955,EUR,7.54," ",0.000821884,0.000916364,KRW,,10300," ",0.663189281,0.739426205,NZD,,,,5.5,25," ",,,,,,,,," "
2015-05-19,,,,," ",1,1.114955,EUR,7.51," ",0.000821884,0.000916364,KRW,,10300," ",0.663189281,0.739426205,NZD,,,,5.4,25," ",,,,,,,,," "
2015-05-20,,,,," ",1,1.114955,EUR,7.38," ",0.000821884,0.000916364,KRW,,10300," ",0.663189281,0.739426205,NZD,,,,5.2,25," ",,,,,,,,," "
2015-05-21,,,,," ",1,1.114955,EUR,7.3," ",0.000821884,0.000916364,KRW,,10300," ",0.663189281,0.739426205,NZD,,,,5.25,25," ",,,,,,,,," "
2015-05-22,,,,," ",1,1.114955,EUR,7.25," ",0.000821884,0.000916364,KRW,,10300," ",0.663189281,0.739426205,NZD,,,,5.15,25," ",,,,,,,,," "
2015-05-26,,,,," ",1,1.114955,EUR,7.28," ",0.000821884,0.000916364,KRW,,10300," ",0.663189281,0.739426205,NZD,,,,5.25,25," ",,,,,,,,," "
2015-05-27,,,,," ",1,1.114955,EUR,," ",0.000821884,0.000916364,KRW,,10300," ",0.663189281,0.739426205,NZD,,,,5.25,25," ",,,,,,,,," "
2015-05-28,,,,," ",1,1.114955,EUR,7.2," ",0.000821884,0.000916364,KRW,,10300," ",0.663189281,0.739426205,NZD,,,,5.25,25," ",,,,,,,,," "
2015-05-29,,,,," ",1,1.114955,EUR,7.22," ",0.000821884,0.000916364,KRW,,10300," ",0.663189281,0.739426205,NZD,,,,5.25,25," ",,,,,,,,," "
2015-06-01,,,,," ",1,1.121322727,EUR,7.23," ",0.000801838,0.000899119,KRW,,10300," ",,,,,,,,," ",,,,,,,,," "
2015-06-02,,,,," ",1,1.121322727,EUR,7.26," ",0.000801838,0.000899119,KRW,,10300," ",0.623377546,0.699007409,NZD,,,,5.25,25," ",,,,,,,,," "
2015-06-03,,,,," ",1,1.121322727,EUR,," ",0.000801838,0.000899119,KRW,,10300," ",0.623377546,0.699007409,NZD,,,,5.15,25," ",,,,,,,,," "
2015-06-04,,,,," ",1,1.121322727,EUR,," ",0.000801838,0.000899119,KRW,,10300," ",0.623377546,0.699007409,NZD,,,,5.4,25," ",,,,,,,,," "
2015-06-05,,,,," ",1,1.121322727,EUR,7.4," ",0.000801838,0.000899119,KRW,,10300," ",0.623377546,0.699007409,NZD,,,,5.4,25," ",,,,,,,,," "
2015-06-08,,,,," ",1,1.121322727,EUR,7.38," ",0.000801838,0.000899119,KRW,,10300," ",0.623377546,0.699007409,NZD,,,,5.55,25," ",,,,,,,,," "
2015-06-09,,,,," ",1,1.121322727,EUR,7.48," ",0.000801838,0.000899119,KRW,,10300," ",0.623377546,0.699007409,NZD,,,,5.55,25," ",,,,,,,,," "
2015-06-10,,,,," ",1,1.121322727,EUR,," ",0.000801838,0.000899119,KRW,,10300," ",0.623377546,0.699007409,NZD,,,,6.05,25," ",,,,,,,,," "
2015-06-11,,,,," ",1,1.121322727,EUR,7.58," ",0.000801838,0.000899119,KRW,,10300," ",0.623377546,0.699007409,NZD,,,,6.05,25," ",,,,,,,,," "
2015-06-12,,,,," ",1,1.121322727,EUR,7.52," ",0.000801838,0.000899119,KRW,,10300," ",0.623377546,0.699007409,NZD,,,,6.7,25," ",,,,,,,,," "
2015-06-15,,,,," ",1,1.121322727,EUR,7.54," ",0.000801838,0.000899119,KRW,,10300," ",0.623377546,0.699007409,NZD,,,,7.1,25," ",,,,,,,,," "
2015-06-16,,,,," ",1,1.121322727,EUR,7.48," ",0.000801838,0.000899119,KRW,,10300," ",0.623377546,0.699007409,NZD,,,,7.05,25," ",,,,,,,,," "
2015-06-17,,,,," ",1,1.121322727,EUR,," ",0.000801838,0.000899119,KRW,,10300," ",0.623377546,0.699007409,NZD,,,,6.85,25," ",,,,,,,,," "
2015-06-18,,,,," ",1,1.121322727,EUR,7.45," ",0.000801838,0.000899119,KRW,,10300," ",0.623377546,0.699007409,NZD,,,,6.8,25," ",,,,,,,,," "
2015-06-19,,,,," ",1,1.121322727,EUR,7.41," ",0.000801838,0.000899119,KRW,,10300," ",0.623377546,0.699007409,NZD,,,,6.75,25," ",,,,,,,,," "
2015-06-22,,,,," ",1,1.121322727,EUR,7.43," ",0.000801838,0.000899119,KRW,,10300," ",0.623377546,0.699007409,NZD,,,,6.85,25," ",,,,,,,,," "
2015-06-23,,,,," ",1,1.121322727,EUR,7.45," ",0.000801838,0.000899119,KRW,,10300," ",0.623377546,0.699007409,NZD,,,,6.8,25," ",,,,,,,,," "
2015-06-24,,,,," ",1,1.121322727,EUR,," ",0.000801838,0.000899119,KRW,,10300," ",0.623377546,0.699007409,NZD,,,,6.7,25," ",,,,,,,,," "
2015-06-25,,,,," ",1,1.121322727,EUR,7.52," ",0.000801838,0.000899119,KRW,,10300," ",0.623377546,0.699007409,NZD,,,,6.7,25," ",,,,,,,,," "
2015-06-26,,,,," ",1,1.121322727,EUR,7.5," ",0.000801838,0.000899119,KRW,,10300," ",0.623377546,0.699007409,NZD,,,,6.7,25," ",,,,,,,,," "
2015-06-29,,,,," ",1,1.121322727,EUR,7.36," ",0.000801838,0.000899119,KRW,,10300," ",0.623377546,0.699007409,NZD,,,,6.65,25," ",,,,,,,,," "
2015-06-30,,,,," ",1,1.121322727,EUR,7.36," ",0.000801838,0.000899119,KRW,,10300," ",0.623377546,0.699007409,NZD,,,,6.8,25," ",,,,,,,,," "
2015-07-01,,,,," ",1,1.099578261,EUR,7.16," ",0.000795507,0.000874722,KRW,,10300," ",0.604962142,0.66520322,NZD,,,,6.8,25," ",,,,,,,,," "
2015-07-02,,,,," ",1,1.099578261,EUR,7.42," ",0.000795507,0.000874722,KRW,,10300," ",0.604962142,0.66520322,NZD,,,,6.8,25," ",,,,,,,,," "
